County,FIPS,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender,Total,Week Ending
BUNCOMBE,021,72620,45064,1667,128,324,0,0,0,91529,175590,10377,352,45,1583,1001,16565,5819,5614,90282,105526,15524,211332,06/29/2024
BURKE,023,12291,23890,365,12,56,0,0,0,22823,49558,3083,91,1,969,133,4167,1435,1482,26047,28977,4413,59437,06/29/2024
CABARRUS,025,43826,51625,1241,79,357,0,0,0,60108,98166,32157,400,11,3696,742,14823,7241,7686,66018,77235,13983,157236,06/29/2024
CALDWELL,027,9136,26770,359,6,64,0,0,0,17959,46273,2563,72,0,198,136,4071,981,1211,24016,26621,3657,54294,06/29/2024
CAMDEN,029,1381,3278,73,1,20,0,0,0,3845,7049,934,11,1,35,17,391,160,69,3938,4214,446,8598,06/29/2024
CARTERET,031,9242,26300,362,9,61,0,0,0,21315,49598,2242,103,8,309,134,4114,781,772,24884,28091,4314,57289,06/29/2024
CASWELL,033,5898,4364,62,1,9,0,0,0,5061,9559,4565,24,1,30,49,937,230,253,6748,7684,963,15395,06/29/2024
CATAWBA,035,20020,48942,670,27,242,0,0,0,43797,87941,8868,149,5,2600,340,9087,4708,5144,49475,55030,9193,113698,06/29/2024
CHATHAM,037,21043,14575,323,20,71,0,0,0,25641,45251,5923,124,3,1107,259,6886,2120,2444,25404,29545,6724,61673,06/29/2024
CHEROKEE,039,3280,12312,150,3,17,0,0,0,8096,22231,257,118,1,96,32,866,257,261,11269,12105,484,23858,06/29/2024
CHOWAN,041,3590,3203,44,2,15,0,0,0,3582,6823,2848,14,6,16,25,588,116,93,4526,5529,381,10436,06/29/2024
CLAY,043,1367,4865,58,0,2,0,0,0,3694,9382,44,16,0,17,11,438,78,90,4564,5012,410,9986,06/29/2024
CLEVELAND,045,19469,26528,415,17,108,0,0,0,22033,47595,13414,90,4,328,224,5689,1226,1140,29127,33831,5612,68570,06/29/2024
COLUMBUS,047,13522,11052,112,4,25,0,0,0,12265,22230,10386,958,5,66,88,2620,627,594,15851,18648,2481,36980,06/29/2024
CRAVEN,049,19868,28566,589,23,134,0,0,0,28047,53725,14351,190,8,1234,286,4980,2453,2270,33071,39241,4915,77227,06/29/2024
CUMBERLAND,051,86905,49710,1835,94,613,0,0,0,77676,87458,86227,2387,76,3528,2056,21294,13807,14278,87362,108427,21044,216833,06/29/2024
CURRITUCK,053,3326,10276,217,4,48,0,0,0,10504,21101,1203,46,3,106,75,1365,476,266,11195,11840,1340,24375,06/29/2024
DARE,055,7435,11593,252,11,45,0,0,0,14285,30412,567,37,1,128,62,1794,620,380,15174,16670,1777,33621,06/29/2024
DAVIDSON,057,21168,56532,701,23,229,0,0,0,38969,93192,10925,246,5,908,266,8949,3131,3483,51026,57794,8802,117622,06/29/2024
DAVIE,059,4596,16610,159,10,64,0,0,0,11321,27539,1941,44,0,145,81,2315,695,906,14536,16158,2066,32760,06/29/2024
DUPLIN,061,10569,10067,132,10,42,0,0,0,10998,18498,8134,74,2,70,143,3220,1677,2484,13489,15724,2605,31818,06/29/2024
DURHAM,063,124528,23481,1186,90,353,0,0,0,88471,114599,73436,590,39,8766,2674,27635,10370,12142,93682,118891,25536,238109,06/29/2024
EDGECOMBE,065,20289,6695,104,6,65,0,0,0,7197,12068,19257,58,2,47,111,2175,638,666,13937,18246,2173,34356,06/29/2024
FORSYTH,067,97021,71371,1655,104,489,0,0,0,96018,160522,65579,511,30,3478,1512,23791,11235,14140,109510,134545,22603,266658,06/29/2024
FRANKLIN,069,16731,16574,383,12,77,0,0,0,19152,33497,12114,146,3,325,190,4792,1862,2048,22175,25360,5394,52929,06/29/2024
GASTON,071,40268,60973,1182,47,467,0,0,0,55071,109439,28072,327,7,1382,650,12465,5666,6387,67458,79262,11288,158008,06/29/2024
GATES,073,3401,2183,39,2,11,0,0,0,2707,5209,2453,18,0,11,41,526,85,55,3626,4137,580,8343,06/29/2024
GRAHAM,075,1054,3132,35,1,1,0,0,0,1937,5587,9,266,1,19,5,229,44,40,2900,3050,210,6160,06/29/2024
GRANVILLE,077,15714,11044,221,7,81,0,0,0,13451,23047,11451,78,3,180,190,4260,1309,1232,16473,19048,4997,40518,06/29/2024
GREENE,079,4721,2555,30,1,26,0,0,0,3662,5996,3741,12,0,18,23,712,493,532,4739,5645,611,10995,06/29/2024
GUILFORD,081,154845,89008,2200,131,569,0,0,0,136385,194746,127107,961,31,9959,2710,32313,15311,14753,160445,199369,23324,383138,06/29/2024
HALIFAX,083,20205,4896,106,5,57,0,0,0,10705,13777,18450,1041,5,174,132,1969,426,325,15381,18669,1924,35974,06/29/2024
HARNETT,085,23998,31662,814,34,280,0,0,0,31437,54491,17910,484,17,699,516,9143,4965,5759,36787,43038,8400,88225,06/29/2024
HAYWOOD,087,11743,16439,314,20,52,0,0,0,18031,42986,477,123,0,156,98,2177,582,663,21049,23866,1684,46599,06/29/2024
HENDERSON,089,17110,32359,616,39,136,0,0,0,40241,78497,2415,147,12,553,391,5902,2584,3076,38898,46070,5533,90501,06/29/2024
HERTFORD,091,8718,1604,40,3,16,0,0,0,3442,4475,8298,94,2,42,57,708,147,102,5706,7443,674,13823,06/29/2024
HOKE,093,13797,7595,304,22,57,0,0,0,12525,13448,12841,1997,15,357,248,2926,2468,2535,14809,17661,1830,34300,06/29/2024
HYDE,095,1345,687,16,0,1,0,0,0,1118,2377,564,0,0,1,9,170,46,68,1412,1595,160,3167,06/29/2024
IREDELL,097,27171,58141,874,35,220,0,0,0,54739,109540,15246,222,8,1575,441,9604,4544,5177,62399,68949,9832,141180,06/29/2024
JACKSON,099,8186,8533,251,20,23,0,0,0,12817,24458,609,1528,6,239,180,2139,671,774,13034,14568,2228,29830,06/29/2024
JOHNSTON,101,39886,58451,1199,52,510,0,0,0,58125,105995,26443,441,18,994,644,16346,7342,9387,68459,78698,11066,158223,06/29/2024
JONES,103,2441,2363,32,0,12,0,0,0,2366,4450,2028,12,1,20,23,578,102,112,3096,3536,582,7214,06/29/2024
LEE,105,12301,12187,304,15,77,0,0,0,15168,25635,7387,140,6,274,271,3763,2576,3598,16804,20048,3200,40052,06/29/2024
LENOIR,107,16242,10629,152,13,162,0,0,0,11514,18992,14914,63,7,103,120,3627,886,935,15597,19506,3609,38712,06/29/2024
LINCOLN,109,11665,32577,419,14,112,0,0,0,23847,57715,3708,89,2,341,152,4881,1746,2232,30442,33128,5064,68634,06/29/2024
MACON,113,4898,12582,196,4,10,0,0,0,11112,26385,203,65,0,121,61,1408,559,607,13326,14987,489,28802,06/29/2024
MADISON,115,4853,4892,114,11,26,0,0,0,7306,15403,125,27,0,50,43,1347,207,193,7542,8113,1547,17202,06/29/2024
MARTIN,117,7518,3530,57,3,10,0,0,0,4906,8567,6261,28,0,24,51,879,214,208,6696,8457,871,16024,06/29/2024
MCDOWELL,111,5391,13387,187,9,47,0,0,0,11324,27463,830,36,1,143,130,1141,601,658,13801,15197,1347,30345,06/29/2024
MECKLENBURG,119,323987,157564,5915,344,1852,0,0,0,312954,409581,243636,2082,64,23451,5049,74626,44127,47264,336024,403247,63345,802616,06/29/2024
MITCHELL,121,1029,6514,48,4,13,0,0,0,3700,10149,43,12,1,16,14,976,97,146,5002,5496,810,11308,06/29/2024
MONTGOMERY,123,4969,6347,86,3,23,0,0,0,5773,11988,2948,46,1,188,44,1320,666,860,7548,8496,1157,17201,06/29/2024
MOORE,125,14901,31441,617,18,92,0,0,0,29208,61342,7448,366,6,654,232,3962,2267,1908,33501,39296,3480,76277,06/29/2024
NASH,127,27807,19565,302,11,136,0,0,0,20693,34224,26353,355,4,347,283,4956,1992,1959,28683,34966,4865,68514,06/29/2024
NORTHAMPTON,131,7640,1585,37,3,16,0,0,0,3470,5058,6970,34,0,9,20,567,93,73,5521,6587,643,12751,06/29/2024
ONSLOW,133,24018,49000,1812,43,292,0,0,0,54787,87996,19651,489,37,1818,849,11857,7255,8304,55546,63814,10592,129952,06/29/2024
ORANGE,135,50264,13362,542,38,103,0,0,0,45550,75988,11626,239,2,5243,1030,11415,4316,4490,45164,53469,11226,109859,06/29/2024
PAMLICO,137,2727,4209,59,5,11,0,0,0,3333,8054,1418,29,0,41,16,667,119,126,4608,5126,610,10344,06/29/2024
PASQUOTANK,139,10907,7830,224,9,78,0,0,0,11558,17169,10006,43,2,159,166,2347,714,461,13020,15266,2320,30606,06/29/2024
PENDER,141,10687,20086,428,15,76,0,0,0,18475,38267,5758,127,4,225,149,3945,1292,1403,21703,24034,4030,49767,06/29/2024
PERQUIMANS,143,2863,3674,63,2,23,0,0,0,3835,7692,1959,19,2,23,24,625,116,69,4551,5247,662,10460,06/29/2024
PERSON,145,9316,8367,127,9,25,0,0,0,10111,18148,6927,117,2,58,103,2025,575,587,12038,14009,1908,27955,06/29/2024
PITT,147,47764,31044,774,43,245,0,0,0,43318,65406,40694,253,8,1082,691,10487,4567,3661,49686,62221,11281,123188,06/29/2024
POLK,149,3548,6358,111,6,23,0,0,0,6806,14931,581,10,2,54,38,951,285,322,7477,8827,548,16852,06/29/2024
RANDOLPH,151,14712,50181,603,16,144,0,0,0,30885,78449,6172,316,7,726,224,6822,3825,4265,42710,47671,6160,96541,06/29/2024
RICHMOND,153,11658,7644,129,8,64,0,0,0,9124,16804,8873,409,0,153,58,1493,837,643,12514,14762,1351,28627,06/29/2024
ROBESON,155,34175,13967,237,11,133,0,0,0,24708,20283,19010,25208,29,302,464,4968,2967,2311,31310,38925,2996,73231,06/29/2024
ROCKINGHAM,157,17117,24745,332,18,76,0,0,0,19850,43493,11134,98,0,218,176,5738,1281,1367,27566,32331,2241,62138,06/29/2024
ROWAN,159,22179,42024,631,23,270,0,0,0,33076,71253,15447,179,6,523,337,7481,2977,3401,42370,48333,7500,98203,06/29/2024
RUTHERFORD,161,9586,20376,261,8,79,0,0,0,16598,38161,4015,56,0,140,119,3491,926,972,20293,23338,3277,46908,06/29/2024
SAMPSON,163,12445,15483,182,5,93,0,0,0,9995,22124,9976,528,0,98,124,2999,2354,3054,16604,19627,1972,38203,06/29/2024
SCOTLAND,165,9579,4674,78,9,41,0,0,0,7263,9604,8007,1716,13,164,96,1773,271,237,8795,11186,1663,21644,06/29/2024
STANLY,167,8285,21537,214,20,127,0,0,0,14924,34776,4713,82,3,445,63,4176,849,805,19051,21663,4393,45107,06/29/2024
STOKES,169,5036,17259,212,10,36,0,0,0,10195,28176,1202,53,1,72,77,2742,425,487,15579,17097,72,32748,06/29/2024
SURRY,171,8925,22606,236,16,43,0,0,0,16243,40784,1698,49,2,131,93,3774,1538,2231,21206,23746,3117,48069,06/29/2024
SWAIN,173,2712,3146,70,6,9,0,0,0,3932,7540,95,1550,1,35,31,492,131,87,4501,4968,406,9875,06/29/2024
TRANSYLVANIA,175,5587,8523,151,2,20,0,0,0,12193,23578,727,49,1,91,74,1617,339,276,11580,13303,1593,26476,06/29/2024
TYRRELL,177,984,460,8,0,1,0,0,0,840,1406,634,3,0,20,5,180,45,42,1009,1095,189,2293,06/29/2024
UNION,179,39717,71191,1182,55,283,0,0,0,67659,125192,20047,533,11,4305,791,20768,8440,9346,76961,85293,17833,180087,06/29/2024
VANCE,181,15878,5117,105,6,44,0,0,0,7254,11355,14030,61,1,95,102,2006,754,804,11659,14888,1857,28404,06/29/2024
WAKE,183,286806,177375,6176,314,1690,0,0,0,363215,508779,149337,2151,64,35120,5503,91018,43604,37856,351753,403404,80419,835576,06/29/2024
WARREN,185,7731,2332,37,1,18,0,0,0,3188,5527,6241,530,2,25,46,759,177,135,5704,6838,765,13307,06/29/2024
WASHINGTON,187,4482,1429,22,0,3,0,0,0,2039,3627,3729,9,0,17,15,489,89,64,3338,4167,470,7975,06/29/2024
WATAUGA,189,11127,12419,382,51,16,0,0,0,20154,38575,839,61,9,373,439,3053,800,1252,19090,22058,3001,44149,06/29/2024
WAYNE,191,26474,25748,450,20,271,0,0,0,22195,41582,23422,134,4,533,350,5396,3737,3347,31557,37877,5724,75158,06/29/2024
WILKES,193,6598,24372,212,6,56,0,0,0,13207,38849,1602,45,0,136,114,2848,857,1032,19694,21718,3039,44451,06/29/2024
WILSON,195,24533,14054,248,10,127,0,0,0,16481,27147,21887,119,0,285,166,3753,2096,2013,23157,29126,3170,55453,06/29/2024
YADKIN,197,2890,14287,137,6,24,0,0,0,7804,21824,737,23,1,62,39,1647,815,1060,11240,12313,1595,25148,06/29/2024
YANCEY,199,3647,5467,85,4,21,0,0,0,5215,13165,77,27,1,30,25,961,153,166,6517,7064,858,14439,06/29/2024
ALAMANCE,001,36930,36952,701,31,105,0,0,0,40325,74437,23874,262,11,1117,674,9709,4960,6368,47986,58063,8995,115044,07/06/2024
ALEXANDER,003,4045,12273,116,2,26,0,0,0,8851,22171,960,36,1,154,37,1558,396,529,11453,12245,1615,25313,07/06/2024
ALLEGHANY,005,1710,3405,42,0,10,0,0,0,2895,7153,76,8,0,6,16,657,146,249,3600,3860,602,8062,07/06/2024
ANSON,007,8675,3177,59,2,21,0,0,0,4251,6847,6468,34,1,103,22,2506,204,154,6160,7434,2591,16185,07/06/2024
ASHE,009,3678,9333,106,2,15,0,0,0,7281,18783,119,24,2,56,17,1180,234,344,9190,10137,1088,20415,07/06/2024
AVERY,011,1291,7433,66,2,14,0,0,0,4199,11803,65,18,0,24,19,943,133,127,5832,6354,819,13005,07/06/2024
BEAUFORT,013,10152,13000,130,3,28,0,0,0,11159,24110,7171,41,2,62,67,2273,746,710,14764,17315,2393,34472,07/06/2024
BERTIE,015,7568,1743,37,1,6,0,0,0,3310,4608,7087,19,1,32,18,825,75,56,5267,6574,824,12665,07/06/2024
BLADEN,017,9027,5564,90,3,24,0,0,0,8050,12654,7497,400,3,23,96,1553,532,626,9854,11593,1311,22758,07/06/2024
BRUNSWICK,019,27382,54673,707,22,138,0,0,0,52164,112579,9110,393,9,546,250,9818,2381,2238,57528,66481,11077,135086,07/06/2024
BUNCOMBE,021,72614,45062,1664,128,331,0,0,0,91763,175727,10389,353,45,1582,998,16636,5832,5627,90358,105607,15597,211562,07/06/2024
BURKE,023,12264,23868,365,12,57,0,0,0,22823,49507,3081,91,1,969,133,4168,1439,1485,26014,28958,4417,59389,07/06/2024
CABARRUS,025,43865,51631,1238,79,363,0,0,0,60161,98193,32187,401,11,3705,741,14840,7259,7698,66038,77292,14007,157337,07/06/2024
CALDWELL,027,9137,26774,359,6,65,0,0,0,17977,46287,2564,72,0,197,135,4081,982,1211,24022,26637,3659,54318,07/06/2024
CAMDEN,029,1381,3280,73,1,20,0,0,0,3841,7045,934,11,1,35,17,393,160,69,3937,4211,448,8596,07/06/2024
CARTERET,031,9231,26297,362,9,62,0,0,0,21339,49605,2243,103,8,309,134,4116,782,773,24888,28094,4318,57300,07/06/2024
CASWELL,033,5901,4365,62,1,9,0,0,0,5067,9566,4568,24,1,30,48,937,231,254,6752,7687,966,15405,07/06/2024
CATAWBA,035,20016,48941,670,28,249,0,0,0,43825,87973,8866,149,5,2610,339,9072,4715,5145,49491,55048,9190,113729,07/06/2024
CHATHAM,037,21022,14557,323,20,71,0,0,0,25617,45203,5918,124,3,1105,259,6880,2118,2443,25378,29515,6717,61610,07/06/2024
CHEROKEE,039,3279,12329,150,3,18,0,0,0,8106,22254,258,118,1,96,33,868,257,261,11278,12123,484,23885,07/06/2024
CHOWAN,041,3587,3210,44,2,16,0,0,0,3583,6830,2848,14,6,16,25,587,116,94,4528,5531,383,10442,07/06/2024
CLAY,043,1368,4863,58,0,2,0,0,0,3694,9381,44,16,0,17,11,439,77,90,4564,5010,411,9985,07/06/2024
CLEVELAND,045,19460,26548,416,17,111,0,0,0,22052,47603,13416,90,4,329,225,5709,1228,1140,29129,33842,5633,68604,07/06/2024
COLUMBUS,047,13518,11054,113,4,25,0,0,0,12275,22235,10387,961,4,66,88,2620,628,598,15858,18647,2484,36989,07/06/2024
CRAVEN,049,19846,28558,589,24,134,0,0,0,28052,53693,14348,189,8,1236,285,4992,2452,2267,33049,39225,4929,77203,07/06/2024
CUMBERLAND,051,86867,49729,1839,94,619,0,0,0,77754,87473,86243,2385,77,3530,2054,21316,13824,14289,87384,108447,21071,216902,07/06/2024
CURRITUCK,053,3323,10344,218,4,56,0,0,0,10613,21233,1215,46,3,109,75,1391,486,273,11278,11910,1370,24558,07/06/2024
DARE,055,7434,11592,250,11,45,0,0,0,14299,30424,566,37,1,128,62,1793,620,379,15177,16677,1777,33631,07/06/2024
DAVIDSON,057,21153,56534,699,23,238,0,0,0,39007,93209,10926,246,5,908,264,8955,3141,3490,51028,57804,8822,117654,07/06/2024
DAVIE,059,4598,16616,159,10,66,0,0,0,11337,27559,1941,44,0,145,81,2317,699,910,14547,16169,2070,32786,07/06/2024
DUPLIN,061,10558,10072,132,10,43,0,0,0,11027,18495,8139,73,2,70,144,3242,1677,2484,13487,15726,2629,31842,07/06/2024
DURHAM,063,124643,23508,1190,92,361,0,0,0,88765,114860,73486,589,39,8795,2671,27690,10429,12189,93856,119094,25609,238559,07/06/2024
EDGECOMBE,065,20259,6689,104,6,65,0,0,0,7185,12055,19229,58,2,47,110,2171,636,665,13916,18226,2166,34308,07/06/2024
FORSYTH,067,96993,71327,1655,104,498,0,0,0,96057,160466,65573,512,29,3479,1509,23825,11241,14142,109475,134516,22643,266634,07/06/2024
FRANKLIN,069,16740,16598,382,12,79,0,0,0,19216,33525,12127,146,3,325,191,4846,1864,2053,22192,25383,5452,53027,07/06/2024
GASTON,071,40267,61026,1181,48,476,0,0,0,55138,109501,28110,326,8,1386,648,12467,5690,6406,67525,79317,11294,158136,07/06/2024
GATES,073,3399,2180,39,2,11,0,0,0,2707,5204,2453,18,0,11,41,526,85,55,3623,4135,580,8338,07/06/2024
GRAHAM,075,1050,3132,35,1,1,0,0,0,1937,5584,9,265,1,19,5,229,44,40,2897,3049,210,6156,07/06/2024
GRANVILLE,077,15709,11057,221,7,84,0,0,0,13485,23067,11454,78,3,181,190,4279,1311,1234,16489,19058,5016,40563,07/06/2024
GREENE,079,4719,2554,29,1,27,0,0,0,3661,5991,3740,12,0,18,23,712,495,533,4735,5645,611,10991,07/06/2024
GUILFORD,081,154838,89035,2198,130,592,0,0,0,136648,194833,127180,962,34,9981,2713,32393,15345,14777,160539,199479,23423,383441,07/06/2024
HALIFAX,083,20194,4897,106,5,57,0,0,0,10720,13774,18444,1041,5,175,132,1982,426,325,15379,18666,1934,35979,07/06/2024
HARNETT,085,24011,31712,816,35,287,0,0,0,31460,54546,17924,485,17,703,516,9148,4982,5767,36826,43075,8420,88321,07/06/2024
HAYWOOD,087,11736,16438,315,20,53,0,0,0,18042,42996,474,122,0,156,98,2176,582,662,21052,23869,1683,46604,07/06/2024
HENDERSON,089,17126,32379,614,39,138,0,0,0,40269,78541,2415,146,13,553,391,5914,2592,3084,38923,46096,5546,90565,07/06/2024
HERTFORD,091,8717,1606,40,3,16,0,0,0,3456,4482,8302,94,2,42,57,711,148,102,5717,7445,676,13838,07/06/2024
HOKE,093,13802,7605,304,21,59,0,0,0,12552,13460,12840,1999,15,357,248,2951,2473,2539,14821,17664,1858,34343,07/06/2024
HYDE,095,1344,684,16,0,1,0,0,0,1115,2370,564,0,0,1,9,170,46,68,1409,1591,160,3160,07/06/2024
IREDELL,097,27187,58191,876,36,229,0,0,0,54779,109632,15248,224,8,1579,439,9604,4564,5192,62447,69015,9836,141298,07/06/2024
JACKSON,099,8177,8524,250,20,25,0,0,0,12820,24445,608,1528,6,240,179,2138,672,775,13031,14556,2229,29816,07/06/2024
JOHNSTON,101,39869,58454,1197,52,518,0,0,0,58178,106021,26455,440,18,993,644,16334,7363,9404,68468,78731,11069,158268,07/06/2024
JONES,103,2439,2371,33,0,12,0,0,0,2368,4451,2028,12,1,21,25,583,102,112,3098,3539,586,7223,07/06/2024
LEE,105,12302,12197,305,15,77,0,0,0,15189,25654,7390,140,5,274,271,3765,2586,3605,16814,20065,3206,40085,07/06/2024
LENOIR,107,16233,10619,152,15,164,0,0,0,11511,18978,14912,63,7,103,120,3625,886,935,15589,19498,3607,38694,07/06/2024
LINCOLN,109,11660,32595,418,14,114,0,0,0,23881,57756,3713,89,2,340,152,4879,1751,2237,30462,33148,5072,68682,07/06/2024
MACON,113,4889,12585,195,4,10,0,0,0,11118,26385,203,65,0,121,61,1408,558,609,13327,14983,491,28801,07/06/2024
MADISON,115,4849,4897,114,11,26,0,0,0,7312,15404,125,27,0,52,44,1350,207,193,7541,8114,1554,17209,07/06/2024
MARTIN,117,7517,3532,57,3,12,0,0,0,4931,8574,6263,28,0,24,51,898,214,208,6701,8460,891,16052,07/06/2024
MCDOWELL,111,5386,13403,187,10,48,0,0,0,11324,27472,831,36,1,143,130,1143,602,659,13811,15197,1350,30358,07/06/2024
MECKLENBURG,119,324098,157641,5919,351,1902,0,0,0,313841,409831,243835,2085,64,23499,5049,75177,44212,47359,336312,403540,63900,803752,07/06/2024
MITCHELL,121,1034,6519,48,4,13,0,0,0,3700,10156,43,12,1,17,14,977,98,146,5006,5501,811,11318,07/06/2024
MONTGOMERY,123,4968,6348,86,3,23,0,0,0,5773,11988,2948,46,1,188,44,1320,666,860,7550,8494,1157,17201,07/06/2024
MOORE,125,14899,31454,616,18,93,0,0,0,29247,61386,7451,367,6,654,231,3961,2271,1910,33519,39323,3485,76327,07/06/2024
NASH,127,27698,19559,304,11,141,0,0,0,21009,34215,26368,355,4,349,283,5151,1997,1964,28698,34973,5051,68722,07/06/2024
NORTHAMPTON,131,7639,1587,37,3,17,0,0,0,3479,5057,6970,34,0,9,20,579,93,73,5523,6585,654,12762,07/06/2024
ONSLOW,133,23999,49003,1814,43,294,0,0,0,54833,88011,19653,488,37,1820,850,11877,7250,8303,55546,63829,10611,129986,07/06/2024
ORANGE,135,50209,13364,541,38,109,0,0,0,45513,75972,11621,239,2,5241,1023,11351,4325,4488,45159,53445,11170,109774,07/06/2024
PAMLICO,137,2728,4213,59,5,11,0,0,0,3333,8058,1418,29,0,41,16,668,119,126,4610,5128,611,10349,07/06/2024
PASQUOTANK,139,10905,7837,223,9,80,0,0,0,11664,17188,10009,44,2,159,166,2434,716,462,13029,15280,2409,30718,07/06/2024
PENDER,141,10692,20196,424,15,80,0,0,0,18648,38509,5772,127,4,225,150,3960,1308,1417,21824,24158,4073,50055,07/06/2024
PERQUIMANS,143,2858,3671,64,2,23,0,0,0,3863,7694,1956,19,2,23,24,647,116,69,4548,5252,681,10481,07/06/2024
PERSON,145,9320,8374,127,9,25,0,0,0,10114,18159,6927,117,2,58,103,2025,578,589,12046,14016,1907,27969,07/06/2024
PITT,147,47749,31042,775,43,246,0,0,0,43320,65410,40703,251,8,1079,691,10459,4574,3669,49683,62238,11254,123175,07/06/2024
POLK,149,3552,6360,111,6,23,0,0,0,6803,14933,581,10,2,54,38,951,286,321,7478,8828,549,16855,07/06/2024
RANDOLPH,151,14714,50206,603,16,146,0,0,0,30929,78478,6177,316,7,724,224,6851,3837,4313,42732,47712,6170,96614,07/06/2024
RICHMOND,153,11647,7647,129,8,64,0,0,0,9129,16795,8871,408,0,152,58,1502,838,643,12510,14755,1359,28624,07/06/2024
ROBESON,155,34096,14043,238,11,150,0,0,0,25084,20346,19121,25302,30,305,468,5063,2987,2326,31464,39097,3061,73622,07/06/2024
ROCKINGHAM,157,17106,24763,331,18,79,0,0,0,19876,43524,11138,98,0,218,175,5738,1282,1366,27572,32352,2249,62173,07/06/2024
ROWAN,159,22176,42032,630,23,274,0,0,0,33116,71293,15452,179,6,525,338,7475,2983,3407,42387,48355,7509,98251,07/06/2024
RUTHERFORD,161,9581,20396,261,8,80,0,0,0,16614,38195,4017,56,0,141,119,3486,926,973,20311,23354,3275,46940,07/06/2024
SAMPSON,163,12433,15475,182,5,93,0,0,0,9990,22107,9969,527,0,98,124,2997,2356,3056,16595,19610,1973,38178,07/06/2024
SCOTLAND,165,9578,4691,78,9,42,0,0,0,7332,9611,8022,1727,15,164,100,1820,271,239,8812,11213,1705,21730,07/06/2024
STANLY,167,8276,21544,215,20,128,0,0,0,14942,34788,4714,82,3,446,64,4179,849,808,19048,21675,4402,45125,07/06/2024
STOKES,169,5032,17270,213,10,36,0,0,0,10210,28192,1204,53,1,72,77,2744,428,490,15589,17110,72,32771,07/06/2024
SURRY,171,8918,22608,235,16,45,0,0,0,16244,40778,1696,49,2,132,93,3776,1540,2233,21202,23744,3120,48066,07/06/2024
SWAIN,173,2711,3141,70,6,9,0,0,0,3934,7535,95,1550,1,35,32,492,131,87,4500,4964,407,9871,07/06/2024
TRANSYLVANIA,175,5588,8522,150,2,21,0,0,0,12202,23593,728,49,1,91,74,1611,338,275,11586,13308,1591,26485,07/06/2024
TYRRELL,177,984,460,8,0,1,0,0,0,840,1406,634,3,0,20,5,180,45,42,1009,1095,189,2293,07/06/2024
UNION,179,39701,71175,1179,55,282,0,0,0,67651,125162,20032,533,11,4303,790,20771,8441,9350,76930,85279,17834,180043,07/06/2024
VANCE,181,15863,5122,106,6,44,0,0,0,7267,11352,14028,61,1,97,102,2011,756,806,11660,14884,1864,28408,07/06/2024
WAKE,183,286790,177383,6182,317,1742,0,0,0,363547,509009,149402,2152,64,35165,5489,90981,43699,37907,351906,403615,80440,835961,07/06/2024
WARREN,185,7720,2335,38,1,19,0,0,0,3190,5532,6232,527,2,25,46,761,178,135,5700,6833,770,13303,07/06/2024
WASHINGTON,187,4475,1432,22,0,3,0,0,0,2042,3630,3725,9,0,17,15,490,88,65,3341,4160,473,7974,07/06/2024
WATAUGA,189,11115,12432,381,51,16,0,0,0,20157,38582,835,61,9,373,439,3052,801,1251,19096,22056,3000,44152,07/06/2024
WAYNE,191,26469,25757,451,20,276,0,0,0,22216,41607,23420,135,4,533,349,5395,3746,3352,31566,37903,5720,75189,07/06/2024
WILKES,193,6594,24362,213,6,56,0,0,0,13212,38840,1602,45,0,136,114,2849,857,1032,19678,21725,3040,44443,07/06/2024
WILSON,195,24534,14058,250,10,131,0,0,0,16555,27158,21896,119,0,287,166,3810,2102,2019,23174,29135,3229,55538,07/06/2024
YADKIN,197,2884,14295,136,6,24,0,0,0,7802,21823,736,23,1,64,39,1645,816,1059,11236,12316,1595,25147,07/06/2024
YANCEY,199,3649,5457,85,4,21,0,0,0,5219,13164,75,27,1,30,24,960,154,167,6518,7059,858,14435,07/06/2024
ALAMANCE,001,36919,36963,700,31,106,0,0,0,40390,74436,23889,263,11,1121,674,9744,4971,6426,48022,58064,9023,115109,07/13/2024
ALEXANDER,003,4043,12265,116,2,27,0,0,0,8862,22179,958,36,1,154,37,1554,396,530,11456,12244,1615,25315,07/13/2024
ALLEGHANY,005,1709,3406,42,0,11,0,0,0,2900,7156,76,8,0,6,16,657,149,251,3603,3863,602,8068,07/13/2024
ANSON,007,8677,3181,59,2,22,0,0,0,4255,6853,6469,34,1,103,22,2508,206,156,6166,7433,2597,16196,07/13/2024
ASHE,009,3676,9329,106,2,15,0,0,0,7281,18778,119,24,2,56,17,1180,233,344,9186,10135,1088,20409,07/13/2024
